po_id,po_date,expected_delivery_date,supplier_id,procurement_node,ingredient_id,order_qty,unit_price_pkr,line_total_pkr,payment_terms_days
PO-000032,2025-04-04,2025-04-06,SUP-001,COM-KHI-01,ING-001,4037.96,804.57,3248818.79,30
PO-000033,2025-04-07,2025-04-09,SUP-001,COM-KHI-01,ING-001,3395.84,769.67,2613665.88,30
PO-000034,2025-04-10,2025-04-12,SUP-001,COM-KHI-01,ING-001,4566.37,787.11,3594222.78,30
PO-000035,2025-04-13,2025-04-15,SUP-001,COM-KHI-01,ING-001,3293.05,759.19,2500038.17,30
PO-000036,2025-04-16,2025-04-18,SUP-001,COM-KHI-01,ING-001,4480.32,829.54,3716594.27,30
PO-000037,2025-04-19,2025-04-21,SUP-001,COM-KHI-01,ING-001,4147.99,804.41,3336692.24,30
PO-000038,2025-04-22,2025-04-24,SUP-001,COM-KHI-01,ING-001,4038.68,794.67,3209413.6,30
PO-000039,2025-04-25,2025-04-27,SUP-001,COM-KHI-01,ING-001,4946.28,775.05,3833635.63,30
PO-000040,2025-04-28,2025-04-30,SUP-001,COM-KHI-01,ING-001,3827.67,809.73,3099397.47,30
PO-000041,2025-05-01,2025-05-03,SUP-001,COM-KHI-01,ING-001,4464.36,694.17,3099036.35,30
PO-000042,2025-05-04,2025-05-06,SUP-001,COM-KHI-01,ING-001,3362.92,716.23,2408618.36,30
PO-000043,2025-05-07,2025-05-09,SUP-001,COM-KHI-01,ING-001,4660.47,658.49,3068871.97,30
PO-000044,2025-05-10,2025-05-12,SUP-001,COM-KHI-01,ING-001,4044.96,712.17,2880688.18,30
PO-000045,2025-05-13,2025-05-15,SUP-001,COM-KHI-01,ING-001,3751.86,666.1,2499123.1,30
PO-000046,2025-05-16,2025-05-18,SUP-001,COM-KHI-01,ING-001,3953.72,690.53,2730170.63,30
PO-000047,2025-05-19,2025-05-21,SUP-001,COM-KHI-01,ING-001,3445.38,665.4,2292547.58,30
PO-000048,2025-05-22,2025-05-24,SUP-001,COM-KHI-01,ING-001,3970.11,684.37,2717042.17,30
PO-000049,2025-05-27,2025-05-29,SUP-001,COM-KHI-01,ING-001,2855.54,676.15,1930777.6,30
PO-000050,2025-05-28,2025-05-30,SUP-001,COM-KHI-01,ING-001,3677.48,654.56,2407126.93,30
PO-000051,2025-06-02,2025-06-04,SUP-001,COM-KHI-01,ING-001,3699.43,672.21,2486779.73,30
PO-000052,2025-06-03,2025-06-05,SUP-001,COM-KHI-01,ING-001,3294.16,676.04,2226976.75,30
PO-000053,2025-06-06,2025-06-08,SUP-001,COM-KHI-01,ING-001,3758.74,694.8,2611559.96,30
PO-000054,2025-06-11,2025-06-13,SUP-001,COM-KHI-01,ING-001,3143.77,694.15,2182264.18,30
PO-000055,2025-06-12,2025-06-14,SUP-001,COM-KHI-01,ING-001,3943.35,672.53,2652032.87,30
PO-000056,2025-06-15,2025-06-17,SUP-001,COM-KHI-01,ING-001,2937.16,681.88,2002805.31,30
PO-000057,2025-06-18,2025-06-20,SUP-001,COM-KHI-01,ING-001,4064.67,645.78,2624874.72,30
PO-000058,2025-06-23,2025-06-25,SUP-001,COM-KHI-01,ING-001,3470.75,632.79,2196247.19,30
PO-000059,2025-06-26,2025-06-28,SUP-001,COM-KHI-01,ING-001,3694.01,670.51,2476865.88,30
PO-000060,2025-06-27,2025-06-29,SUP-001,COM-KHI-01,ING-001,3935.91,648.13,2550978.47,30
PO-000061,2025-06-30,2025-07-02,SUP-001,COM-KHI-01,ING-001,903.73,659.23,595772.93,30
PO-000062,2025-01-01,2025-01-03,SUP-001,COM-KHI-01,ING-002,5678.72,586.16,3328661.38,30
PO-000063,2025-01-04,2025-01-06,SUP-001,COM-KHI-01,ING-002,5137.77,570.79,2932571.29,30
PO-000064,2025-01-08,2025-01-10,SUP-001,COM-KHI-01,ING-002,4020.59,568.33,2285003.24,30
PO-000065,2025-01-10,2025-01-12,SUP-001,COM-KHI-01,ING-002,6178.74,554.8,3427941.59,30
PO-000066,2025-01-13,2025-01-15,SUP-001,COM-KHI-01,ING-002,3833.36,583.96,2238537.44,30
PO-000067,2025-01-16,2025-01-18,SUP-001,COM-KHI-01,ING-002,6460.13,603.35,3897741.05,30
PO-000068,2025-01-19,2025-01-21,SUP-001,COM-KHI-01,ING-002,4234.83,571.41,2419842.4,30
PO-000069,2025-01-22,2025-01-24,SUP-001,COM-KHI-01,ING-002,5051.09,597.01,3015550.48,30
PO-000070,2025-01-25,2025-01-27,SUP-001,COM-KHI-01,ING-002,5320.92,603.36,3210454.43,30
PO-000071,2025-01-29,2025-01-31,SUP-001,COM-KHI-01,ING-002,4158.12,581.84,2419368.75,30
PO-000072,2025-01-31,2025-02-02,SUP-001,COM-KHI-01,ING-002,6584.58,593.9,3910563.54,30
PO-000073,2025-02-03,2025-02-05,SUP-001,COM-KHI-01,ING-002,4219.13,588.25,2481894.45,30
PO-000074,2025-02-06,2025-02-08,SUP-001,COM-KHI-01,ING-002,6440.45,610.47,3931729.39,30
PO-000075,2025-02-09,2025-02-11,SUP-001,COM-KHI-01,ING-002,4553.81,588.71,2680889.95,30
PO-000076,2025-02-12,2025-02-14,SUP-001,COM-KHI-01,ING-002,5589.72,598.65,3346282.32,30
PO-000077,2025-02-15,2025-02-17,SUP-001,COM-KHI-01,ING-002,5325.27,593.69,3161560.3,30
PO-000078,2025-02-18,2025-02-20,SUP-001,COM-KHI-01,ING-002,4284.16,615.73,2637886.21,30
PO-000079,2025-02-21,2025-02-23,SUP-001,COM-KHI-01,ING-002,6728.87,632.61,4256721.5,30
PO-000080,2025-02-24,2025-02-26,SUP-001,COM-KHI-01,ING-002,4068.84,631.99,2571479.72,30
PO-000081,2025-02-27,2025-03-01,SUP-001,COM-KHI-01,ING-002,8616.33,585.1,5041391.69,30
PO-000082,2025-03-02,2025-03-04,SUP-001,COM-KHI-01,ING-002,6786.52,716.22,4860655.0,30
PO-000083,2025-03-05,2025-03-07,SUP-001,COM-KHI-01,ING-002,8863.38,683.99,6062444.92,30
PO-000084,2025-03-08,2025-03-10,SUP-001,COM-KHI-01,ING-002,9960.25,711.79,7089560.76,30
PO-000085,2025-03-11,2025-03-13,SUP-001,COM-KHI-01,ING-002,7089.65,691.77,4904422.07,30
PO-000086,2025-03-14,2025-03-16,SUP-001,COM-KHI-01,ING-002,10908.31,705.82,7699254.64,30
PO-000087,2025-03-17,2025-03-19,SUP-001,COM-KHI-01,ING-002,7034.97,718.19,5052419.58,30
PO-000088,2025-03-20,2025-03-22,SUP-001,COM-KHI-01,ING-002,11171.87,716.73,8007190.94,30
PO-000089,2025-03-24,2025-03-26,SUP-001,COM-KHI-01,ING-002,7383.54,676.25,4993094.06,30
PO-000090,2025-03-26,2025-03-28,SUP-001,COM-KHI-01,ING-002,8984.8,718.19,6452829.06,30
PO-000091,2025-03-29,2025-03-31,SUP-001,COM-KHI-01,ING-002,9049.51,695.83,6296934.14,30
PO-000092,2025-04-01,2025-04-03,SUP-001,COM-KHI-01,ING-002,5748.23,625.4,3594920.13,30
PO-000093,2025-04-05,2025-04-07,SUP-001,COM-KHI-01,ING-002,6531.8,659.72,4309127.02,30
PO-000094,2025-04-07,2025-04-09,SUP-001,COM-KHI-01,ING-002,3832.02,643.07,2464256.07,30
PO-000095,2025-04-10,2025-04-12,SUP-001,COM-KHI-01,ING-002,7294.94,623.6,4549142.32,30
PO-000096,2025-04-13,2025-04-15,SUP-001,COM-KHI-01,ING-002,5175.33,616.87,3192479.37,30
PO-000097,2025-04-16,2025-04-18,SUP-001,COM-KHI-01,ING-002,6153.47,635.72,3911909.51,30
PO-000098,2025-04-19,2025-04-21,SUP-001,COM-KHI-01,ING-002,6744.81,632.51,4266186.29,30
PO-000099,2025-04-22,2025-04-24,SUP-001,COM-KHI-01,ING-002,4967.65,642.58,3192140.03,30
PO-000100,2025-04-25,2025-04-27,SUP-001,COM-KHI-01,ING-002,8048.62,622.75,5012309.73,30
PO-000101,2025-04-28,2025-04-30,SUP-001,COM-KHI-01,ING-002,4672.84,621.94,2906250.31,30
PO-000102,2025-05-01,2025-05-03,SUP-001,COM-KHI-01,ING-002,7657.06,538.09,4120183.65,30
PO-000103,2025-05-04,2025-05-06,SUP-001,COM-KHI-01,ING-002,4847.16,554.52,2687828.27,30
PO-000104,2025-05-07,2025-05-09,SUP-001,COM-KHI-01,ING-002,6017.38,529.88,3188465.07,30
PO-000105,2025-05-10,2025-05-12,SUP-001,COM-KHI-01,ING-002,5883.31,556.94,3276661.71,30
PO-000106,2025-05-15,2025-05-17,SUP-001,COM-KHI-01,ING-002,4792.84,559.54,2681767.64,30
PO-000107,2025-05-16,2025-05-18,SUP-001,COM-KHI-01,ING-002,6796.56,539.5,3666766.19,30
PO-000108,2025-05-19,2025-05-21,SUP-001,COM-KHI-01,ING-002,3808.4,568.68,2165778.37,30
PO-000109,2025-05-22,2025-05-24,SUP-001,COM-KHI-01,ING-002,6350.35,538.45,3419352.65,30
PO-000110,2025-05-26,2025-05-28,SUP-001,COM-KHI-01,ING-002,4212.02,556.25,2342924.08,30
PO-000111,2025-05-28,2025-05-30,SUP-001,COM-KHI-01,ING-002,5337.69,559.45,2986190.59,30
PO-000112,2025-05-31,2025-06-02,SUP-001,COM-KHI-01,ING-002,5264.2,530.24,2791273.17,30
PO-000113,2025-06-03,2025-06-05,SUP-001,COM-KHI-01,ING-002,4086.09,540.82,2209856.36,30
PO-000114,2025-06-06,2025-06-08,SUP-001,COM-KHI-01,ING-002,6306.19,509.1,3210471.28,30
PO-000115,2025-06-09,2025-06-11,SUP-001,COM-KHI-01,ING-002,4096.71,557.93,2285668.53,30
PO-000116,2025-06-12,2025-06-14,SUP-001,COM-KHI-01,ING-002,6392.83,530.28,3389975.73,30
PO-000117,2025-06-15,2025-06-17,SUP-001,COM-KHI-01,ING-002,4478.02,550.82,2466602.73,30
PO-000118,2025-06-18,2025-06-20,SUP-001,COM-KHI-01,ING-002,5456.24,549.82,2999967.11,30
PO-000119,2025-06-21,2025-06-23,SUP-001,COM-KHI-01,ING-002,5721.91,522.25,2988251.38,30
PO-000120,2025-06-24,2025-06-26,SUP-001,COM-KHI-01,ING-002,4211.72,553.32,2330432.31,30
PO-000121,2025-06-28,2025-06-30,SUP-001,COM-KHI-01,ING-002,7135.49,541.17,3861517.4,30
PO-000122,2025-06-30,2025-07-02,SUP-001,COM-KHI-01,ING-002,1182.11,522.49,617638.89,30
PO-000123,2025-01-01,2025-01-03,SUP-002,COM-KHI-01,ING-003,1755.39,529.07,928721.86,30
PO-000124,2025-01-06,2025-01-08,SUP-002,COM-KHI-01,ING-003,1759.47,545.46,959723.89,30
PO-000125,2025-01-07,2025-01-09,SUP-002,COM-KHI-01,ING-003,1510.24,549.82,830352.93,30
PO-000126,2025-01-10,2025-01-12,SUP-002,COM-KHI-01,ING-003,2088.54,556.5,1162283.05,30
PO-000127,2025-01-15,2025-01-17,SUP-002,COM-KHI-01,ING-003,1264.63,550.74,696476.23,30
PO-000128,2025-01-16,2025-01-18,SUP-002,COM-KHI-01,ING-003,2056.06,531.78,1093368.04,30
PO-000129,2025-01-19,2025-01-21,SUP-002,COM-KHI-01,ING-003,1480.7,546.73,809537.08,30
PO-000130,2025-01-22,2025-01-24,SUP-002,COM-KHI-01,ING-003,1805.84,514.99,929993.19,30
PO-000131,2025-01-25,2025-01-27,SUP-002,COM-KHI-01,ING-003,1755.11,538.32,944803.1,30
PO-000132,2025-01-28,2025-01-30,SUP-002,COM-KHI-01,ING-003,1431.81,521.63,746868.55,30
PO-000133,2025-01-31,2025-02-02,SUP-002,COM-KHI-01,ING-003,2089.15,560.63,1171249.1,30
PO-000134,2025-02-03,2025-02-05,SUP-002,COM-KHI-01,ING-003,1371.86,543.89,746135.29,30
PO-000135,2025-02-06,2025-02-08,SUP-002,COM-KHI-01,ING-003,2026.24,580.62,1176468.53,30
PO-000136,2025-02-09,2025-02-11,SUP-002,COM-KHI-01,ING-003,1485.93,592.41,880283.28,30
PO-000137,2025-02-12,2025-02-14,SUP-002,COM-KHI-01,ING-003,1752.64,572.47,1003336.06,30
PO-000138,2025-02-15,2025-02-17,SUP-002,COM-KHI-01,ING-003,1733.55,572.4,992284.96,30
PO-000139,2025-02-19,2025-02-21,SUP-002,COM-KHI-01,ING-003,1540.38,551.0,848749.7,30
PO-000140,2025-02-21,2025-02-23,SUP-002,COM-KHI-01,ING-003,2165.81,549.46,1190031.92,30
PO-000141,2025-02-24,2025-02-26,SUP-002,COM-KHI-01,ING-003,1325.18,581.18,770162.09,30
PO-000142,2025-02-27,2025-03-01,SUP-002,COM-KHI-01,ING-003,2132.12,554.4,1182047.85,30
PO-000143,2025-03-02,2025-03-04,SUP-002,COM-KHI-01,ING-003,2036.35,653.85,1331467.33,30
PO-000144,2025-03-05,2025-03-07,SUP-002,COM-KHI-01,ING-003,2275.23,620.76,1412367.31,30
PO-000145,2025-03-08,2025-03-10,SUP-002,COM-KHI-01,ING-003,2440.52,619.66,1512289.5,30
PO-000146,2025-03-11,2025-03-13,SUP-002,COM-KHI-01,ING-003,1951.45,666.49,1300625.15,30
PO-000147,2025-03-14,2025-03-16,SUP-002,COM-KHI-01,ING-003,2736.59,668.57,1829608.23,30
PO-000148,2025-03-17,2025-03-19,SUP-002,COM-KHI-01,ING-003,1730.13,663.11,1147272.6,30
PO-000149,2025-03-20,2025-03-22,SUP-002,COM-KHI-01,ING-003,2646.07,616.28,1630713.35,30
PO-000150,2025-03-23,2025-03-25,SUP-002,COM-KHI-01,ING-003,2193.24,667.16,1463254.35,30
PO-000151,2025-03-26,2025-03-28,SUP-002,COM-KHI-01,ING-003,2310.08,622.69,1438464.55,30
PO-000152,2025-03-30,2025-04-01,SUP-002,COM-KHI-01,ING-003,2503.45,663.69,1661509.67,30
PO-000153,2025-04-01,2025-04-03,SUP-002,COM-KHI-01,ING-003,2117.7,565.63,1197837.44,30
PO-000154,2025-04-04,2025-04-06,SUP-002,COM-KHI-01,ING-003,2043.64,579.0,1183264.54,30
PO-000155,2025-04-07,2025-04-09,SUP-002,COM-KHI-01,ING-003,1401.26,575.55,806493.51,30
PO-000156,2025-04-10,2025-04-12,SUP-002,COM-KHI-01,ING-003,2168.2,572.09,1240394.85,30
PO-000157,2025-04-13,2025-04-15,SUP-002,COM-KHI-01,ING-003,1709.23,610.0,1042627.7,30
PO-000158,2025-04-16,2025-04-18,SUP-002,COM-KHI-01,ING-003,2085.84,620.87,1295032.26,30
PO-000159,2025-04-21,2025-04-23,SUP-002,COM-KHI-01,ING-003,2066.23,586.7,1212251.58,30
PO-000160,2025-04-24,2025-04-26,SUP-002,COM-KHI-01,ING-003,1759.29,577.22,1015496.04,30
PO-000161,2025-04-25,2025-04-27,SUP-002,COM-KHI-01,ING-003,2461.07,576.18,1418023.57,30
PO-000162,2025-04-28,2025-04-30,SUP-002,COM-KHI-01,ING-003,1527.44,611.46,933971.49,30
PO-000163,2025-05-01,2025-05-03,SUP-002,COM-KHI-01,ING-003,2174.97,494.63,1075797.68,30
PO-000164,2025-05-05,2025-05-07,SUP-002,COM-KHI-01,ING-003,1705.5,527.1,898963.0,30
PO-000165,2025-05-07,2025-05-09,SUP-002,COM-KHI-01,ING-003,1921.04,534.67,1027116.32,30
PO-000166,2025-05-10,2025-05-12,SUP-002,COM-KHI-01,ING-003,2060.78,533.27,1098950.75,30
PO-000167,2025-05-13,2025-05-15,SUP-002,COM-KHI-01,ING-003,1593.24,513.12,817514.48,30
PO-000168,2025-05-16,2025-05-18,SUP-002,COM-KHI-01,ING-003,2157.58,517.15,1115792.41,30
PO-000169,2025-05-20,2025-05-22,SUP-002,COM-KHI-01,ING-003,1465.07,528.65,774510.33,30
PO-000170,2025-05-22,2025-05-24,SUP-002,COM-KHI-01,ING-003,1925.9,494.07,951532.65,30
PO-000171,2025-05-25,2025-05-27,SUP-002,COM-KHI-01,ING-003,1571.36,538.55,846254.49,30
PO-000172,2025-05-28,2025-05-30,SUP-002,COM-KHI-01,ING-003,1757.21,534.79,939744.96,30
PO-000173,2025-05-31,2025-06-02,SUP-002,COM-KHI-01,ING-003,1749.97,526.6,921540.62,30
PO-000174,2025-06-03,2025-06-05,SUP-002,COM-KHI-01,ING-003,1426.14,493.16,703309.93,30
PO-000175,2025-06-06,2025-06-08,SUP-002,COM-KHI-01,ING-003,2019.77,485.38,980364.43,30
PO-000176,2025-06-09,2025-06-11,SUP-002,COM-KHI-01,ING-003,1336.36,494.74,661145.62,30
PO-000177,2025-06-12,2025-06-14,SUP-002,COM-KHI-01,ING-003,1930.5,481.38,929309.3,30
PO-000178,2025-06-15,2025-06-17,SUP-002,COM-KHI-01,ING-003,1460.48,515.99,753590.4,30
PO-000179,2025-06-18,2025-06-20,SUP-002,COM-KHI-01,ING-003,1675.45,500.8,839059.38,30
PO-000180,2025-06-21,2025-06-23,SUP-002,COM-KHI-01,ING-003,1840.41,475.03,874241.83,30
PO-000181,2025-06-26,2025-06-28,SUP-002,COM-KHI-01,ING-003,1561.66,476.36,743916.1,30
PO-000182,2025-06-29,2025-07-01,SUP-002,COM-KHI-01,ING-003,1907.31,511.67,975912.43,30
PO-000183,2025-06-30,2025-07-02,SUP-002,COM-KHI-01,ING-003,455.33,515.93,234916.8,30
PO-000184,2025-01-01,2025-01-03,SUP-001,COM-KHI-01,ING-004,7813.99,534.97,4180220.19,30
PO-000185,2025-01-05,2025-01-07,SUP-001,COM-KHI-01,ING-004,7980.8,502.81,4012790.02,30
PO-000186,2025-01-07,2025-01-09,SUP-001,COM-KHI-01,ING-004,5655.33,510.52,2887132.95,30
PO-000187,2025-01-10,2025-01-12,SUP-001,COM-KHI-01,ING-004,9255.92,494.46,4576644.52,30
PO-000188,2025-01-13,2025-01-15,SUP-001,COM-KHI-01,ING-004,5314.6,494.02,2625541.37,30
PO-000189,2025-01-16,2025-01-18,SUP-001,COM-KHI-01,ING-004,9247.8,534.14,4939626.36,30
PO-000190,2025-01-19,2025-01-21,SUP-001,COM-KHI-01,ING-004,6013.98,488.01,2934863.0,30
PO-000191,2025-01-24,2025-01-26,SUP-001,COM-KHI-01,ING-004,7459.41,528.63,3943301.76,30
PO-000192,2025-01-25,2025-01-27,SUP-001,COM-KHI-01,ING-004,7624.47,520.76,3970523.15,30
PO-000193,2025-01-29,2025-01-31,SUP-001,COM-KHI-01,ING-004,5832.69,518.25,3022798.3,30
PO-000194,2025-02-02,2025-02-04,SUP-001,COM-KHI-01,ING-004,9567.06,536.61,5133755.77,30
PO-000195,2025-02-03,2025-02-05,SUP-001,COM-KHI-01,ING-004,5626.21,517.16,2909660.56,30
PO-000196,2025-02-06,2025-02-08,SUP-001,COM-KHI-01,ING-004,8649.98,531.09,4593952.45,30
PO-000197,2025-02-09,2025-02-11,SUP-001,COM-KHI-01,ING-004,6365.62,555.9,3538624.85,30
PO-000198,2025-02-13,2025-02-15,SUP-001,COM-KHI-01,ING-004,8101.86,546.65,4428881.89,30
PO-000199,2025-02-15,2025-02-17,SUP-001,COM-KHI-01,ING-004,7952.84,534.52,4250959.19,30
PO-000200,2025-02-19,2025-02-21,SUP-001,COM-KHI-01,ING-004,6013.42,555.54,3340671.75,30
PO-000201,2025-02-21,2025-02-23,SUP-001,COM-KHI-01,ING-004,10170.58,552.62,5620452.41,30
PO-000202,2025-02-24,2025-02-26,SUP-001,COM-KHI-01,ING-004,5860.06,520.33,3049168.4,30
PO-000203,2025-03-01,2025-03-03,SUP-001,COM-KHI-01,ING-004,12454.67,578.43,7204157.12,30
PO-000204,2025-03-02,2025-03-04,SUP-001,COM-KHI-01,ING-004,10052.51,574.89,5779062.99,30
PO-000205,2025-03-05,2025-03-07,SUP-001,COM-KHI-01,ING-004,13739.87,624.01,8573875.55,30
PO-000206,2025-03-08,2025-03-10,SUP-001,COM-KHI-01,ING-004,13048.7,628.47,8200692.02,30
PO-000207,2025-03-11,2025-03-13,SUP-001,COM-KHI-01,ING-004,10032.43,606.71,6086816.01,30
PO-000208,2025-03-14,2025-03-16,SUP-001,COM-KHI-01,ING-004,16149.74,606.1,9788366.11,30
PO-000209,2025-03-17,2025-03-19,SUP-001,COM-KHI-01,ING-004,9210.21,625.68,5762644.46,30
PO-000210,2025-03-20,2025-03-22,SUP-001,COM-KHI-01,ING-004,15566.42,620.3,9655812.4,30
PO-000211,2025-03-23,2025-03-25,SUP-001,COM-KHI-01,ING-004,11490.97,617.15,7091648.43,30
PO-000212,2025-03-26,2025-03-28,SUP-001,COM-KHI-01,ING-004,13296.58,608.94,8096876.83,30
PO-000213,2025-03-30,2025-04-01,SUP-001,COM-KHI-01,ING-004,13679.13,627.56,8584492.99,30
PO-000214,2025-04-01,2025-04-03,SUP-001,COM-KHI-01,ING-004,7510.57,535.38,4021036.27,30
PO-000215,2025-04-04,2025-04-06,SUP-001,COM-KHI-01,ING-004,9206.13,555.87,5117396.99,30
PO-000216,2025-04-07,2025-04-09,SUP-001,COM-KHI-01,ING-004,5659.39,549.03,3107173.55,30
PO-000217,2025-04-10,2025-04-12,SUP-001,COM-KHI-01,ING-004,10163.44,534.34,5430764.42,30
PO-000218,2025-04-13,2025-04-15,SUP-001,COM-KHI-01,ING-004,7456.28,534.82,3987802.61,30
PO-000219,2025-04-18,2025-04-20,SUP-001,COM-KHI-01,ING-004,8469.79,556.65,4714713.29,30
PO-000220,2025-04-19,2025-04-21,SUP-001,COM-KHI-01,ING-004,9119.37,551.2,5026585.68,30
PO-000221,2025-04-22,2025-04-24,SUP-001,COM-KHI-01,ING-004,7122.18,568.4,4048273.01,30
PO-000222,2025-04-25,2025-04-27,SUP-001,COM-KHI-01,ING-004,11801.02,546.88,6453754.46,30
PO-000223,2025-04-28,2025-04-30,SUP-001,COM-KHI-01,ING-004,5989.56,555.97,3330012.76,30
PO-000224,2025-05-01,2025-05-03,SUP-001,COM-KHI-01,ING-004,10348.17,501.74,5192081.84,30
PO-000225,2025-05-04,2025-05-06,SUP-001,COM-KHI-01,ING-004,6948.07,495.2,3440690.93,30
PO-000226,2025-05-07,2025-05-09,SUP-001,COM-KHI-01,ING-004,8127.36,500.5,4067736.66,30
PO-000227,2025-05-10,2025-05-12,SUP-001,COM-KHI-01,ING-004,8930.49,464.6,4149101.58,30
PO-000228,2025-05-14,2025-05-16,SUP-001,COM-KHI-01,ING-004,6385.59,468.63,2992474.95,30
PO-000229,2025-05-16,2025-05-18,SUP-001,COM-KHI-01,ING-004,9917.23,468.04,4641622.96,30
PO-000230,2025-05-19,2025-05-21,SUP-001,COM-KHI-01,ING-004,5774.66,477.05,2754771.9,30
PO-000231,2025-05-22,2025-05-24,SUP-001,COM-KHI-01,ING-004,9616.67,500.89,4816869.33,30
PO-000232,2025-05-26,2025-05-28,SUP-001,COM-KHI-01,ING-004,6065.54,491.48,2981109.16,30
PO-000233,2025-05-28,2025-05-30,SUP-001,COM-KHI-01,ING-004,7806.73,477.77,3729843.05,30
PO-000234,2025-05-31,2025-06-02,SUP-001,COM-KHI-01,ING-004,8015.92,498.1,3992698.62,30
PO-000235,2025-06-03,2025-06-05,SUP-001,COM-KHI-01,ING-004,5797.66,487.57,2826753.98,30
PO-000236,2025-06-06,2025-06-08,SUP-001,COM-KHI-01,ING-004,9157.05,472.7,4328543.31,30
PO-000237,2025-06-09,2025-06-11,SUP-001,COM-KHI-01,ING-004,5765.95,464.73,2679637.95,30
PO-000238,2025-06-12,2025-06-14,SUP-001,COM-KHI-01,ING-004,9561.07,481.04,4599302.65,30
PO-000239,2025-06-17,2025-06-19,SUP-001,COM-KHI-01,ING-004,5894.86,489.1,2883150.06,30
PO-000240,2025-06-18,2025-06-20,SUP-001,COM-KHI-01,ING-004,8193.71,484.87,3972855.39,30
PO-000241,2025-06-21,2025-06-23,SUP-001,COM-KHI-01,ING-004,8197.13,480.25,3936695.4,30
PO-000242,2025-06-24,2025-06-26,SUP-001,COM-KHI-01,ING-004,6337.77,472.89,2997055.4,30
PO-000243,2025-06-28,2025-06-30,SUP-001,COM-KHI-01,ING-004,10025.51,459.39,4605608.72,30
