delivery_id,po_id,delivery_date,supplier_id,destination_node,ingredient_id,ordered_qty,delivered_qty,quality_pass_qty,status,delay_days
DEL-000070,PO-000070,2025-01-27,SUP-001,COM-KHI-01,ING-002,5320.92,5320.92,5320.92,on_time,0
DEL-000071,PO-000071,2025-01-31,SUP-001,COM-KHI-01,ING-002,4158.12,4158.12,4158.12,on_time,0
DEL-000072,PO-000072,2025-02-02,SUP-001,COM-KHI-01,ING-002,6584.58,6584.58,6584.58,on_time,0
DEL-000073,PO-000073,2025-02-05,SUP-001,COM-KHI-01,ING-002,4219.13,4219.13,4219.13,on_time,0
DEL-000074,PO-000074,2025-02-08,SUP-001,COM-KHI-01,ING-002,6440.45,6440.45,6440.45,on_time,0
DEL-000075,PO-000075,2025-02-11,SUP-001,COM-KHI-01,ING-002,4553.81,4553.81,4553.81,on_time,0
DEL-000076,PO-000076,2025-02-16,SUP-001,COM-KHI-01,ING-002,5589.72,5589.72,5589.72,late,2
DEL-000077,PO-000077,2025-02-17,SUP-001,COM-KHI-01,ING-002,5325.27,5325.27,5325.27,on_time,0
DEL-000078,PO-000078,2025-02-20,SUP-001,COM-KHI-01,ING-002,4284.16,4284.16,4284.16,on_time,0
DEL-000079,PO-000079,2025-02-23,SUP-001,COM-KHI-01,ING-002,6728.87,6728.87,6728.87,on_time,0
DEL-000080,PO-000080,2025-02-27,SUP-001,COM-KHI-01,ING-002,4068.84,4068.84,4068.84,late,1
DEL-000081,PO-000081,2025-03-01,SUP-001,COM-KHI-01,ING-002,8616.33,8616.33,8616.33,on_time,0
DEL-000082,PO-000082,2025-03-04,SUP-001,COM-KHI-01,ING-002,6786.52,6786.52,6786.52,on_time,0
DEL-000083,PO-000083,2025-03-07,SUP-001,COM-KHI-01,ING-002,8863.38,8863.38,8863.38,on_time,0
DEL-000084,PO-000084,2025-03-14,SUP-001,COM-KHI-01,ING-002,9960.25,9960.25,9960.25,very_late,4
DEL-000085,PO-000085,2025-03-14,SUP-001,COM-KHI-01,ING-002,7089.65,7089.65,7089.65,late,1
DEL-000086,PO-000086,2025-03-16,SUP-001,COM-KHI-01,ING-002,10908.31,10908.31,10908.31,on_time,0
DEL-000087,PO-000087,2025-03-19,SUP-001,COM-KHI-01,ING-002,7034.97,7034.97,7034.97,on_time,0
DEL-000088,PO-000088,2025-03-22,SUP-001,COM-KHI-01,ING-002,11171.87,11171.87,11171.87,on_time,0
DEL-000089,PO-000089,2025-03-26,SUP-001,COM-KHI-01,ING-002,7383.54,7383.54,7383.54,on_time,0
DEL-000090,PO-000090,2025-03-28,SUP-001,COM-KHI-01,ING-002,8984.8,7874.73,7874.73,on_time,0
DEL-000091,PO-000091,2025-04-02,SUP-001,COM-KHI-01,ING-002,9049.51,9049.51,9049.51,late,2
DEL-000092,PO-000092,2025-04-06,SUP-001,COM-KHI-01,ING-002,5748.23,5748.23,5748.23,very_late,3
DEL-000093,PO-000093,2025-04-12,SUP-001,COM-KHI-01,ING-002,6531.8,6531.8,6531.8,very_late,5
DEL-000094,PO-000094,2025-04-09,SUP-001,COM-KHI-01,ING-002,3832.02,3832.02,3832.02,on_time,0
DEL-000095,PO-000095,2025-04-14,SUP-001,COM-KHI-01,ING-002,7294.94,7294.94,7294.94,late,2
DEL-000096,PO-000096,2025-04-15,SUP-001,COM-KHI-01,ING-002,5175.33,5175.33,5175.33,on_time,0
DEL-000097,PO-000097,2025-04-18,SUP-001,COM-KHI-01,ING-002,6153.47,6153.47,6153.47,on_time,0
DEL-000098,PO-000098,2025-04-21,SUP-001,COM-KHI-01,ING-002,6744.81,6744.81,6744.81,on_time,0
DEL-000099,PO-000099,2025-04-24,SUP-001,COM-KHI-01,ING-002,4967.65,4374.04,4374.04,on_time,0
DEL-000100,PO-000100,2025-04-27,SUP-001,COM-KHI-01,ING-002,8048.62,8048.62,8048.62,on_time,0
DEL-000101,PO-000101,2025-04-30,SUP-001,COM-KHI-01,ING-002,4672.84,4672.84,4672.84,on_time,0
DEL-000102,PO-000102,2025-05-03,SUP-001,COM-KHI-01,ING-002,7657.06,7657.06,7657.06,on_time,0
DEL-000103,PO-000103,2025-05-06,SUP-001,COM-KHI-01,ING-002,4847.16,4847.16,4847.16,on_time,0
DEL-000104,PO-000104,2025-05-09,SUP-001,COM-KHI-01,ING-002,6017.38,5631.82,5631.82,on_time,0
DEL-000105,PO-000105,2025-05-12,SUP-001,COM-KHI-01,ING-002,5883.31,5883.31,5883.31,on_time,0
DEL-000106,PO-000106,2025-05-17,SUP-001,COM-KHI-01,ING-002,4792.84,4792.84,4792.84,on_time,0
DEL-000107,PO-000107,2025-05-18,SUP-001,COM-KHI-01,ING-002,6796.56,6796.56,6796.56,on_time,0
DEL-000108,PO-000108,2025-05-21,SUP-001,COM-KHI-01,ING-002,3808.4,3580.51,3580.51,on_time,0
DEL-000109,PO-000109,2025-05-28,SUP-001,COM-KHI-01,ING-002,6350.35,6350.35,6350.35,very_late,4
DEL-000110,PO-000110,2025-05-28,SUP-001,COM-KHI-01,ING-002,4212.02,4212.02,4212.02,on_time,0
DEL-000111,PO-000111,2025-05-30,SUP-001,COM-KHI-01,ING-002,5337.69,5337.69,5337.69,on_time,0
DEL-000112,PO-000112,2025-06-02,SUP-001,COM-KHI-01,ING-002,5264.2,5264.2,5264.2,on_time,0
DEL-000113,PO-000113,2025-06-05,SUP-001,COM-KHI-01,ING-002,4086.09,4086.09,4086.09,on_time,0
DEL-000114,PO-000114,2025-06-08,SUP-001,COM-KHI-01,ING-002,6306.19,6306.19,6306.19,on_time,0
DEL-000115,PO-000115,2025-06-11,SUP-001,COM-KHI-01,ING-002,4096.71,4096.71,4096.71,on_time,0
DEL-000116,PO-000116,2025-06-14,SUP-001,COM-KHI-01,ING-002,6392.83,6392.83,6392.83,on_time,0
DEL-000117,PO-000117,2025-06-17,SUP-001,COM-KHI-01,ING-002,4478.02,4478.02,4478.02,on_time,0
DEL-000118,PO-000118,2025-06-21,SUP-001,COM-KHI-01,ING-002,5456.24,5456.24,5456.24,late,1
DEL-000119,PO-000119,2025-06-23,SUP-001,COM-KHI-01,ING-002,5721.91,5721.91,5721.91,on_time,0
DEL-000120,PO-000120,2025-06-26,SUP-001,COM-KHI-01,ING-002,4211.72,4211.72,4211.72,on_time,0
DEL-000121,PO-000121,2025-06-30,SUP-001,COM-KHI-01,ING-002,7135.49,7135.49,7135.49,on_time,0
DEL-000122,PO-000122,2025-07-02,SUP-001,COM-KHI-01,ING-002,1182.11,1182.11,1182.11,on_time,0
DEL-000123,PO-000123,2025-01-03,SUP-002,COM-KHI-01,ING-003,1755.39,1755.39,1659.23,on_time,0
DEL-000124,PO-000124,2025-01-09,SUP-002,COM-KHI-01,ING-003,1759.47,1759.47,1759.47,late,1
DEL-000125,PO-000125,2025-01-09,SUP-002,COM-KHI-01,ING-003,1510.24,1510.24,1510.24,on_time,0
DEL-000126,PO-000126,2025-01-16,SUP-002,COM-KHI-01,ING-003,2088.54,2088.54,2088.54,very_late,4
DEL-000127,PO-000127,2025-01-17,SUP-002,COM-KHI-01,ING-003,1264.63,1264.63,1264.63,on_time,0
DEL-000128,PO-000128,2025-01-20,SUP-002,COM-KHI-01,ING-003,2056.06,2056.06,2056.06,late,2
DEL-000129,PO-000129,2025-01-23,SUP-002,COM-KHI-01,ING-003,1480.7,1480.7,1480.7,late,2
DEL-000130,PO-000130,2025-01-24,SUP-002,COM-KHI-01,ING-003,1805.84,1805.84,1805.84,on_time,0
DEL-000131,PO-000131,2025-01-27,SUP-002,COM-KHI-01,ING-003,1755.11,1755.11,1755.11,on_time,0
DEL-000132,PO-000132,2025-01-30,SUP-002,COM-KHI-01,ING-003,1431.81,1431.81,1431.81,on_time,0
DEL-000133,PO-000133,2025-02-02,SUP-002,COM-KHI-01,ING-003,2089.15,2089.15,2089.15,on_time,0
DEL-000134,PO-000134,2025-02-05,SUP-002,COM-KHI-01,ING-003,1371.86,1371.86,1371.86,on_time,0
DEL-000135,PO-000135,2025-02-08,SUP-002,COM-KHI-01,ING-003,2026.24,2026.24,2026.24,on_time,0
DEL-000136,PO-000136,2025-02-11,SUP-002,COM-KHI-01,ING-003,1485.93,1485.93,1485.93,on_time,0
DEL-000137,PO-000137,2025-02-14,SUP-002,COM-KHI-01,ING-003,1752.64,1752.64,1752.64,on_time,0
DEL-000138,PO-000138,2025-02-17,SUP-002,COM-KHI-01,ING-003,1733.55,1733.55,1479.24,on_time,0
DEL-000139,PO-000139,2025-02-21,SUP-002,COM-KHI-01,ING-003,1540.38,1407.83,1407.83,on_time,0
DEL-000140,PO-000140,2025-02-23,SUP-002,COM-KHI-01,ING-003,2165.81,2165.81,2165.81,on_time,0
DEL-000141,PO-000141,2025-02-27,SUP-002,COM-KHI-01,ING-003,1325.18,1325.18,1325.18,late,1
DEL-000142,PO-000142,2025-03-02,SUP-002,COM-KHI-01,ING-003,2132.12,2132.12,2132.12,late,1
DEL-000143,PO-000143,2025-03-04,SUP-002,COM-KHI-01,ING-003,2036.35,2036.35,2036.35,on_time,0
DEL-000144,PO-000144,2025-03-07,SUP-002,COM-KHI-01,ING-003,2275.23,2275.23,2275.23,on_time,0
DEL-000145,PO-000145,2025-03-10,SUP-002,COM-KHI-01,ING-003,2440.52,2440.52,2440.52,on_time,0
DEL-000146,PO-000146,2025-03-13,SUP-002,COM-KHI-01,ING-003,1951.45,1951.45,1951.45,on_time,0
DEL-000147,PO-000147,2025-03-16,SUP-002,COM-KHI-01,ING-003,2736.59,2736.59,2736.59,on_time,0
DEL-000148,PO-000148,2025-03-19,SUP-002,COM-KHI-01,ING-003,1730.13,1730.13,1730.13,on_time,0
DEL-000149,PO-000149,2025-03-22,SUP-002,COM-KHI-01,ING-003,2646.07,2646.07,2646.07,on_time,0
DEL-000150,PO-000150,2025-03-29,SUP-002,COM-KHI-01,ING-003,2193.24,2193.24,2193.24,very_late,4
DEL-000151,PO-000151,2025-03-29,SUP-002,COM-KHI-01,ING-003,2310.08,2310.08,1987.15,late,1
DEL-000152,PO-000152,2025-04-01,SUP-002,COM-KHI-01,ING-003,2503.45,2503.45,2503.45,on_time,0
DEL-000153,PO-000153,2025-04-03,SUP-002,COM-KHI-01,ING-003,2117.7,2117.7,2117.7,on_time,0
DEL-000154,PO-000154,2025-04-08,SUP-002,COM-KHI-01,ING-003,2043.64,1817.97,1817.97,late,2
DEL-000155,PO-000155,2025-04-11,SUP-002,COM-KHI-01,ING-003,1401.26,1401.26,1401.26,late,2
DEL-000156,PO-000156,2025-04-12,SUP-002,COM-KHI-01,ING-003,2168.2,2168.2,2168.2,on_time,0
DEL-000157,PO-000157,2025-04-15,SUP-002,COM-KHI-01,ING-003,1709.23,1709.23,1709.23,on_time,0
DEL-000158,PO-000158,2025-04-18,SUP-002,COM-KHI-01,ING-003,2085.84,2085.84,2085.84,on_time,0
DEL-000159,PO-000159,2025-04-23,SUP-002,COM-KHI-01,ING-003,2066.23,2066.23,2066.23,on_time,0
DEL-000160,PO-000160,2025-04-28,SUP-002,COM-KHI-01,ING-003,1759.29,1759.29,1759.29,late,2
DEL-000161,PO-000161,2025-04-27,SUP-002,COM-KHI-01,ING-003,2461.07,2461.07,2461.07,on_time,0
DEL-000162,PO-000162,2025-04-30,SUP-002,COM-KHI-01,ING-003,1527.44,1527.44,1527.44,on_time,0
DEL-000163,PO-000163,2025-05-03,SUP-002,COM-KHI-01,ING-003,2174.97,2174.97,2174.97,on_time,0
DEL-000164,PO-000164,2025-05-07,SUP-002,COM-KHI-01,ING-003,1705.5,1705.5,1705.5,on_time,0
DEL-000165,PO-000165,2025-05-14,SUP-002,COM-KHI-01,ING-003,1921.04,1921.04,1921.04,very_late,5
DEL-000166,PO-000166,2025-05-14,SUP-002,COM-KHI-01,ING-003,2060.78,2060.78,2060.78,late,2
DEL-000167,PO-000168,2025-05-18,SUP-002,COM-KHI-01,ING-003,2157.58,2157.58,2157.58,on_time,0
DEL-000168,PO-000169,2025-05-22,SUP-002,COM-KHI-01,ING-003,1465.07,1465.07,1465.07,on_time,0
DEL-000169,PO-000170,2025-05-25,SUP-002,COM-KHI-01,ING-003,1925.9,1925.9,1925.9,late,1
DEL-000170,PO-000171,2025-05-27,SUP-002,COM-KHI-01,ING-003,1571.36,1571.36,1571.36,on_time,0
DEL-000171,PO-000172,2025-05-30,SUP-002,COM-KHI-01,ING-003,1757.21,1757.21,1757.21,on_time,0
DEL-000172,PO-000173,2025-06-02,SUP-002,COM-KHI-01,ING-003,1749.97,1749.97,1749.97,on_time,0
DEL-000173,PO-000174,2025-06-05,SUP-002,COM-KHI-01,ING-003,1426.14,1426.14,1426.14,on_time,0
DEL-000174,PO-000175,2025-06-08,SUP-002,COM-KHI-01,ING-003,2019.77,2019.77,2019.77,on_time,0
DEL-000175,PO-000176,2025-06-13,SUP-002,COM-KHI-01,ING-003,1336.36,1336.36,1336.36,late,2
DEL-000176,PO-000177,2025-06-15,SUP-002,COM-KHI-01,ING-003,1930.5,1930.5,1930.5,late,1
DEL-000177,PO-000178,2025-06-17,SUP-002,COM-KHI-01,ING-003,1460.48,1460.48,1460.48,on_time,0
DEL-000178,PO-000179,2025-06-20,SUP-002,COM-KHI-01,ING-003,1675.45,1675.45,1675.45,on_time,0
DEL-000179,PO-000180,2025-06-23,SUP-002,COM-KHI-01,ING-003,1840.41,1840.41,1840.41,on_time,0
DEL-000180,PO-000181,2025-06-28,SUP-002,COM-KHI-01,ING-003,1561.66,1561.66,1561.66,on_time,0
DEL-000181,PO-000182,2025-07-01,SUP-002,COM-KHI-01,ING-003,1907.31,1907.31,1907.31,on_time,0
DEL-000182,PO-000183,2025-07-02,SUP-002,COM-KHI-01,ING-003,455.33,455.33,455.33,on_time,0
DEL-000183,PO-000184,2025-01-07,SUP-001,COM-KHI-01,ING-004,7813.99,7813.99,7813.99,very_late,4
DEL-000184,PO-000185,2025-01-07,SUP-001,COM-KHI-01,ING-004,7980.8,7028.91,7028.91,on_time,0
DEL-000185,PO-000186,2025-01-09,SUP-001,COM-KHI-01,ING-004,5655.33,4937.85,4937.85,on_time,0
DEL-000186,PO-000187,2025-01-12,SUP-001,COM-KHI-01,ING-004,9255.92,9255.92,9255.92,on_time,0
DEL-000187,PO-000188,2025-01-15,SUP-001,COM-KHI-01,ING-004,5314.6,5314.6,5314.6,on_time,0
DEL-000188,PO-000189,2025-01-18,SUP-001,COM-KHI-01,ING-004,9247.8,9247.8,9247.8,on_time,0
DEL-000189,PO-000190,2025-01-21,SUP-001,COM-KHI-01,ING-004,6013.98,6013.98,6013.98,on_time,0
DEL-000190,PO-000192,2025-01-31,SUP-001,COM-KHI-01,ING-004,7624.47,7624.47,7078.25,very_late,4
DEL-000191,PO-000193,2025-02-01,SUP-001,COM-KHI-01,ING-004,5832.69,5832.69,5832.69,late,1
DEL-000192,PO-000194,2025-02-06,SUP-001,COM-KHI-01,ING-004,9567.06,9567.06,9567.06,late,2
DEL-000193,PO-000196,2025-02-08,SUP-001,COM-KHI-01,ING-004,8649.98,8649.98,8649.98,on_time,0
DEL-000194,PO-000197,2025-02-11,SUP-001,COM-KHI-01,ING-004,6365.62,6365.62,6365.62,on_time,0
DEL-000195,PO-000198,2025-02-20,SUP-001,COM-KHI-01,ING-004,8101.86,8101.86,8101.86,very_late,5
DEL-000196,PO-000199,2025-02-17,SUP-001,COM-KHI-01,ING-004,7952.84,7952.84,7952.84,on_time,0
DEL-000197,PO-000200,2025-02-21,SUP-001,COM-KHI-01,ING-004,6013.42,6013.42,6013.42,on_time,0
DEL-000198,PO-000201,2025-02-23,SUP-001,COM-KHI-01,ING-004,10170.58,10170.58,10170.58,on_time,0
DEL-000199,PO-000202,2025-02-26,SUP-001,COM-KHI-01,ING-004,5860.06,5860.06,5860.06,on_time,0
DEL-000200,PO-000203,2025-03-03,SUP-001,COM-KHI-01,ING-004,12454.67,12454.67,12454.67,on_time,0
DEL-000201,PO-000204,2025-03-04,SUP-001,COM-KHI-01,ING-004,10052.51,10052.51,10052.51,on_time,0
DEL-000202,PO-000205,2025-03-07,SUP-001,COM-KHI-01,ING-004,13739.87,13739.87,13739.87,on_time,0
DEL-000203,PO-000206,2025-03-10,SUP-001,COM-KHI-01,ING-004,13048.7,13048.7,13048.7,on_time,0
DEL-000204,PO-000207,2025-03-13,SUP-001,COM-KHI-01,ING-004,10032.43,10032.43,10032.43,on_time,0
DEL-000205,PO-000208,2025-03-16,SUP-001,COM-KHI-01,ING-004,16149.74,16149.74,16149.74,on_time,0
DEL-000206,PO-000209,2025-03-21,SUP-001,COM-KHI-01,ING-004,9210.21,9210.21,9210.21,late,2
DEL-000207,PO-000210,2025-03-22,SUP-001,COM-KHI-01,ING-004,15566.42,15566.42,15566.42,on_time,0
DEL-000208,PO-000211,2025-03-25,SUP-001,COM-KHI-01,ING-004,11490.97,11490.97,11490.97,on_time,0
DEL-000209,PO-000212,2025-03-28,SUP-001,COM-KHI-01,ING-004,13296.58,13296.58,13296.58,on_time,0
DEL-000210,PO-000213,2025-04-01,SUP-001,COM-KHI-01,ING-004,13679.13,12611.89,12611.89,on_time,0
DEL-000211,PO-000214,2025-04-03,SUP-001,COM-KHI-01,ING-004,7510.57,7510.57,7510.57,on_time,0
DEL-000212,PO-000215,2025-04-06,SUP-001,COM-KHI-01,ING-004,9206.13,9206.13,9206.13,on_time,0
DEL-000213,PO-000216,2025-04-09,SUP-001,COM-KHI-01,ING-004,5659.39,5659.39,5659.39,on_time,0
DEL-000214,PO-000217,2025-04-16,SUP-001,COM-KHI-01,ING-004,10163.44,10163.44,10163.44,very_late,4
DEL-000215,PO-000218,2025-04-15,SUP-001,COM-KHI-01,ING-004,7456.28,7456.28,7456.28,on_time,0
DEL-000216,PO-000219,2025-04-20,SUP-001,COM-KHI-01,ING-004,8469.79,8469.79,7468.0,on_time,0
DEL-000217,PO-000220,2025-04-22,SUP-001,COM-KHI-01,ING-004,9119.37,9119.37,9119.37,late,1
DEL-000218,PO-000221,2025-04-24,SUP-001,COM-KHI-01,ING-004,7122.18,7122.18,7122.18,on_time,0
DEL-000219,PO-000222,2025-04-27,SUP-001,COM-KHI-01,ING-004,11801.02,11801.02,11801.02,on_time,0
DEL-000220,PO-000223,2025-05-01,SUP-001,COM-KHI-01,ING-004,5989.56,5989.56,5989.56,late,1
DEL-000221,PO-000224,2025-05-03,SUP-001,COM-KHI-01,ING-004,10348.17,10348.17,10348.17,on_time,0
DEL-000222,PO-000225,2025-05-06,SUP-001,COM-KHI-01,ING-004,6948.07,6948.07,6948.07,on_time,0
DEL-000223,PO-000226,2025-05-09,SUP-001,COM-KHI-01,ING-004,8127.36,8127.36,8127.36,on_time,0
DEL-000224,PO-000227,2025-05-14,SUP-001,COM-KHI-01,ING-004,8930.49,8930.49,8930.49,late,2
DEL-000225,PO-000228,2025-05-18,SUP-001,COM-KHI-01,ING-004,6385.59,6385.59,6385.59,late,2
DEL-000226,PO-000229,2025-05-20,SUP-001,COM-KHI-01,ING-004,9917.23,9259.8,9259.8,late,2
DEL-000227,PO-000230,2025-05-21,SUP-001,COM-KHI-01,ING-004,5774.66,5774.66,5774.66,on_time,0
DEL-000228,PO-000231,2025-05-24,SUP-001,COM-KHI-01,ING-004,9616.67,9616.67,9616.67,on_time,0
